label,message
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9037989099 or call +91-872."
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
ham,"Hey Tanvi, I have reached the restaurant. Let me know when you arrive."
ham,"Hi Vikram, could you review the pull request for the authentication module when you have a moment?"
ham,"Split the cab fare on UPI, your share is Rs. Aditya."
ham,"Hey Sneha, I have reached the restaurant. Let me know when you arrive."
ham,Thank you for your order #Amit. Your package has been dispatched and will arrive by 10.
ham,"Dear Soham, your monthly bank statement for account ending in 5 is ready for viewing in your portal."
ham,Let's meet at the library around Rahul PM to finish the group project.
ham,"Dear customer, cash withdrawal of Rs. 9689 from ATM at 702435 was successful. - ICICI Bank"
spam,"Dear Customer, you received a tax refund of Rs. 375. Submit your bank credentials to deposit: https://incometax-refund-portal9829437.org/claim"
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store967.xyz/shop
ham,"Mom said dinner is ready, come home soon."
ham,Please submit your semester assignment before Friday 5:00 PM on the university portal.
spam,Congratulations! You have won Rs. 221 in the international lottery. Claim your reward now: http://claim-prize2408968.xyz/bonus
ham,Your cab driver 7828 (+91 97821821) has arrived at your pickup location. PIN is 9292.
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8118150886 or +91-107 immediately.
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-9245929625 to claim your prize cheque."
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade7698122158.xyz or WhatsApp +91-924."
ham,"Hey team, the sprint planning session is confirmed for Vikram at 10:00 AM."
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store575.xyz/shop
ham,"Hey dude, what time does the match start today?"
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7549728575 to claim your prize cheque."
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler48.top/invest
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify702.com/login
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7640551584.top or call driver +91-126.
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-8066780421 immediately."
ham,Your cab driver 432 (+91 97308391) has arrived at your pickup location. PIN is 6878.
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify293.com/login
ham,Your flight booking reference Soham from Mumbai to Delhi is confirmed for departure at 6.
ham,"I lost my phone, this is my new temporary number +91-Aditya, save it."
ham,Here is the shared project document: https://docs.google.com/document/d/projSameer - please review.
ham,Reminder: The weekly engineering standup will start in 15 minutes on Google Meet.
ham,Happy birthday bro! Have an awesome year ahead!
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9606826766 or call +91-308."
spam,"Dear Customer, you received a tax refund of Rs. 237. Submit your bank credentials to deposit: https://incometax-refund-portal5840263.org/claim"
ham,"Hi Priya, could you review the pull request for the authentication module when you have a moment?"
ham,"Dear Priya, your monthly bank statement for account ending in 7 is ready for viewing in your portal."
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 7717 PM at City Clinic.
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-7479037732 or +91-563 immediately.
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store919.xyz/shop
ham,Your cab driver 12732 (+91 97118362) has arrived at your pickup location. PIN is 7761.
spam,Congratulations! You have won Rs. 451 in the international lottery. Claim your reward now: http://claim-prize7174184.xyz/bonus
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-7242068680 immediately."
ham,"Dear Customer, your A/C ending 6829 is credited with Rs. 663787 on 9953. Avail Bal: Rs. 16964. - SBI"
ham,"Please call me at +91-Soham immediately, need some help."
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-9415398588 immediately."
ham,"Dear Customer, your A/C ending 954 is credited with Rs. 236454 on 7084. Avail Bal: Rs. 34504. - SBI"
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify167.com/login
ham,"Bro, did you complete the homework for tomorrow's class?"
ham,"Hey bro, call me urgently at +91-Rohan when you are free, need your help."
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9484871463 or +91-848 immediately.
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update7108159484 or call +91-794."
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9451580039 or call +91-322."
ham,Please find attached the project status report for QSneha review. Let me know your thoughts.
ham,"Hi Soham, let's catch up for lunch today around 1:00 PM if you're free."
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9062274968 or call +91-829."
ham,"Hi Kavita, let's catch up for lunch today around 1:00 PM if you're free."
ham,Please submit your semester assignment before Friday 5:00 PM on the university portal.
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7014496616.top or call driver +91-999.
ham,"Call me urgently, it is important."
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme378.biz/register
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7037977984.top or call driver +91-111.
ham,Here are the notes and action items from yesterday's discussion with the client.
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update411.com/login.php
spam,Security Alert! Unauthorized login attempt detected from IP 710. Confirm your password here: http://7425254/account/update
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify736.com/login
ham,"Hey dad, reached the station safely, booking cab now."
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix9779647498.top or call driver +91-711.
spam,"Dear Customer, you received a tax refund of Rs. 643. Submit your bank credentials to deposit: https://incometax-refund-portal6729452.org/claim"
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7209496006 to claim your prize cheque."
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 226 PM at City Clinic.
ham,"Please pick up the phone, need to ask you something urgent."
ham,"Bhai, call me at +91-Amit as soon as possible."
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
ham,Reminder: The weekly engineering standup will start in 15 minutes on Google Meet.
ham,"Hey Sameer, I have reached the restaurant. Let me know when you arrive."
ham,Here is the shared project document: https://docs.google.com/document/d/projRohan - please review.
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8932370264 or +91-318 immediately.
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme169.biz/register
ham,Your cab driver 4537 (+91 97576326) has arrived at your pickup location. PIN is 7617.
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme965.biz/register
ham,"Hi all, please note the office will remain closed on Monday on account of public holiday."
ham,Receipt for your recent payment of Rs. Soham to Electric Utility Services.
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme98.biz/register
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme149.biz/register
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store672.xyz/shop
ham,Receipt for your recent payment of Rs. Tanvi to Electric Utility Services.
ham,"Good morning, here is the updated presentation deck for our team demonstration."
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-7768911413 or +91-167 immediately.
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-9187057466 to disburse funds."
spam,Your pending invoice #364.pdf is ready for download. Click here: https://billing-doc9320859.com/invoice.exe
ham,"Hey dad, reached the station safely, booking cab now."
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update739.com/login.php
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-7254637741 to disburse funds."
ham,Here is the shared project document: https://docs.google.com/document/d/projVikram - please review.
ham,"Bhai, call me at +91-Vikram as soon as possible."
ham,"Dear customer, cash withdrawal of Rs. 2188 from ATM at 972436 was successful. - ICICI Bank"
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 11495 PM at City Clinic.
ham,Thanks for your help with the bug in the code earlier.
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-8423392463 now.
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade8477476589.xyz or WhatsApp +91-726."
ham,Your OTP for online transaction of Rs. 2997 at Amazon is 948636. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
ham,Your cab driver 13991 (+91 97506346) has arrived at your pickup location. PIN is 8329.
ham,Are you awake? Give me a quick ring when you see this.
spam,Your pending invoice #553.pdf is ready for download. Click here: https://billing-doc4528285.com/invoice.exe
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify221.com/login
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-9152233275 now.
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify887.com/login
ham,"Hey bro, call me urgently at +91-Tanvi when you are free, need your help."
ham,Reminder: The weekly engineering standup will start in 15 minutes on Google Meet.
spam,Congratulations! You have won Rs. 620 in the international lottery. Claim your reward now: http://claim-prize6746336.xyz/bonus
ham,"Hi Aditya, could you review the pull request for the authentication module when you have a moment?"
spam,Security Alert! Unauthorized login attempt detected from IP 539. Confirm your password here: http://6908448/account/update
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update390.com/login.php
ham,Your monthly mobile postpaid bill of Rs. 8249 is due on 729790. Pay via Airtel Thanks App to avoid late charges.
spam,"Dear Customer, you received a tax refund of Rs. 401. Submit your bank credentials to deposit: https://incometax-refund-portal4388202.org/claim"
ham,"Hi all, please note the office will remain closed on Monday on account of public holiday."
ham,"Mom said dinner is ready, come home soon."
ham,Your cab driver 8697 (+91 97366530) has arrived at your pickup location. PIN is 7900.
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-9547304774 now.
ham,Reminder: The weekly engineering standup will start in 15 minutes on Google Meet.
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler472.top/invest
ham,"Hi Rahul, could you review the pull request for the authentication module when you have a moment?"
ham,Your cab driver 14477 (+91 97473483) has arrived at your pickup location. PIN is 5236.
ham,"Hey team, the sprint planning session is confirmed for Vikram at 10:00 AM."
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler952.top/invest
ham,"Hi Priya, could you review the pull request for the authentication module when you have a moment?"
ham,"Dear Customer, your A/C ending 415 is credited with Rs. 211830 on 5730. Avail Bal: Rs. 25829. - SBI"
spam,Your pending invoice #91.pdf is ready for download. Click here: https://billing-doc7857734.com/invoice.exe
spam,Congratulations! You have won Rs. 529 in the international lottery. Claim your reward now: http://claim-prize2692262.xyz/bonus
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme104.biz/register
spam,Congratulations! You have won Rs. 190 in the international lottery. Claim your reward now: http://claim-prize3223818.xyz/bonus
ham,Here are the notes and action items from yesterday's discussion with the client.
ham,"Hi Ananya, let's catch up for lunch today around 1:00 PM if you're free."
ham,"Hey bro, call me urgently at +91-Soham when you are free, need your help."
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-8891111934 to disburse funds."
ham,Thank you for your order #Sameer. Your package has been dispatched and will arrive by 3.
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler166.top/invest
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9601154924 or +91-763 immediately.
spam,Your pending invoice #300.pdf is ready for download. Click here: https://billing-doc988340.com/invoice.exe
ham,"Hi Rohan, can we reschedule our meeting to tomorrow at 12 PM? Thanks."
ham,Your package with tracking #11115 will be delivered today by courier. Contact delivery associate at +91 98257345 to coordinate.
ham,"Bhai, call me at +91-Rohan as soon as possible."
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 10108 PM at City Clinic.
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
spam,Security Alert! Unauthorized login attempt detected from IP 865. Confirm your password here: http://2198285/account/update
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-9137820473 to claim your prize cheque."
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix8720218345.top or call driver +91-496.
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme140.biz/register
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-7071265111 now.
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update8242727465 or call +91-659."
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9176095804 or +91-635 immediately.
ham,Can you share Rahul's contact number with me?
ham,Can you transfer money for movie tickets? My UPI is not working.
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk891.net/verify
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-7741944180 now.
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-7080138975 now.
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 12467 PM at City Clinic.
ham,"Please pick up the phone, need to ask you something urgent."
ham,Your appointment with Dr. Sharma has been booked for tomorrow at 4:30 PM.
ham,Hey are you coming to class today? Professor is taking attendance.
ham,"Dear Customer, your A/C ending 12814 is credited with Rs. 534688 on 1356. Avail Bal: Rs. 37842. - SBI"
ham,"Hey team, the sprint planning session is confirmed for Vikram at 10:00 AM."
ham,"Hey Kavita, I have reached the restaurant. Let me know when you arrive."
ham,Your cab driver 6151 (+91 97784856) has arrived at your pickup location. PIN is 8838.
spam,"Dear Customer, you received a tax refund of Rs. 48. Submit your bank credentials to deposit: https://incometax-refund-portal8206883.org/claim"
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler971.top/invest
ham,Can you share Sameer's contact number with me?
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
ham,Your OTP for online transaction of Rs. 11353 at Amazon is 151601. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-7099170355 immediately."
ham,"Hi Aditya, can we reschedule our meeting to tomorrow at 2 PM? Thanks."
ham,"Dear Vikram, your monthly bank statement for account ending in 2 is ready for viewing in your portal."
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme431.biz/register
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler593.top/invest
ham,Reminder: The weekly engineering standup will start in 15 minutes on Google Meet.
ham,"Hi all, please note the office will remain closed on Monday on account of public holiday."
spam,Security Alert! Unauthorized login attempt detected from IP 517. Confirm your password here: http://2880493/account/update
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update94.com/login.php
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoRahul
ham,"Dear Customer, your A/C ending 14011 is credited with Rs. 732100 on 8021. Avail Bal: Rs. 41385. - SBI"
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store946.xyz/shop
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix8826638140.top or call driver +91-400.
ham,"Dear Customer, your A/C ending 9330 is credited with Rs. 732041 on 8558. Avail Bal: Rs. 19800. - SBI"
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-9277874565 now.
ham,"Good morning, here is the updated presentation deck for our team demonstration."
spam,Your pending invoice #695.pdf is ready for download. Click here: https://billing-doc1370819.com/invoice.exe
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9197152619 or call +91-266."
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-8769385357 to claim your prize cheque."
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
ham,"Hi Soham, let's catch up for lunch today around 1:00 PM if you're free."
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9924323741.xyz or WhatsApp +91-907."
ham,"Hey Sneha, can you send me Rs. 9963492094 on GPay? Will return it tomorrow."
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-8500235088 to disburse funds."
ham,Read this article when free: https://wikipedia.org/wiki/TopicAnanya
ham,"Dear Vikram, your monthly bank statement for account ending in 10 is ready for viewing in your portal."
ham,"Hi Rahul, could you review the pull request for the authentication module when you have a moment?"
spam,Your pending invoice #652.pdf is ready for download. Click here: https://billing-doc7079510.com/invoice.exe
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme501.biz/register
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-9671124938 immediately."
ham,Your flight booking reference Soham from Mumbai to Delhi is confirmed for departure at 6.
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-7531002330 to disburse funds."
spam,Your pending invoice #140.pdf is ready for download. Click here: https://billing-doc4161250.com/invoice.exe
ham,Happy birthday bro! Have an awesome year ahead!
ham,Bhai where are you? Waiting outside the metro station.
ham,Read this article when free: https://wikipedia.org/wiki/TopicSneha
ham,Can you pay Rs. Vikram for the pizza? I will give you cash tonight.
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify248.com/login
ham,"Hey team, the sprint planning session is confirmed for Ananya at 10:00 AM."
ham,"Hi Ananya, let's catch up for lunch today around 1:00 PM if you're free."
ham,Your cab driver 1496 (+91 97378173) has arrived at your pickup location. PIN is 1210.
ham,Check this out: https://youtube.com/watch?v=Tanvi
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update928.com/login.php
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9532631903.xyz or WhatsApp +91-858."
ham,"Dear customer, cash withdrawal of Rs. 11682 from ATM at 638083 was successful. - ICICI Bank"
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update738.com/login.php
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update721.com/login.php
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify83.com/login
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix9909333133.top or call driver +91-992.
ham,"Dear Rohan, your monthly bank statement for account ending in 2 is ready for viewing in your portal."
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9754776077.xyz or WhatsApp +91-906."
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify809.com/login
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-9847905698 immediately."
ham,"Bhai, call me at +91-Rohan as soon as possible."
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update290.com/login.php
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update7850535542 or call +91-542."
ham,"Sorry for the late reply bro, was stuck in heavy traffic."
ham,Please find attached the project status report for QSneha review. Let me know your thoughts.
ham,"Hi Sneha, can we reschedule our meeting to tomorrow at 11 PM? Thanks."
ham,Your OTP for online transaction of Rs. 9857 at Amazon is 350154. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
ham,Here is the shared project document: https://docs.google.com/document/d/projKavita - please review.
spam,"Dear Customer, you received a tax refund of Rs. 501. Submit your bank credentials to deposit: https://incometax-refund-portal6787630.org/claim"
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-8100993471 to claim your prize cheque."
ham,Your flight booking reference Vikram from Mumbai to Delhi is confirmed for departure at 3.
ham,Thank you for your order #Soham. Your package has been dispatched and will arrive by 2.
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update7988377093 or call +91-990."
spam,Congratulations! You have won Rs. 875 in the international lottery. Claim your reward now: http://claim-prize8604030.xyz/bonus
ham,"Dear customer, cash withdrawal of Rs. 6597 from ATM at 739067 was successful. - ICICI Bank"
spam,Your pending invoice #58.pdf is ready for download. Click here: https://billing-doc3423919.com/invoice.exe
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk579.net/verify
ham,"Hey team, the sprint planning session is confirmed for Rahul at 10:00 AM."
ham,Bhai where are you? Waiting outside the metro station.
ham,"Hey team, the sprint planning session is confirmed for Soham at 10:00 AM."
ham,Your monthly mobile postpaid bill of Rs. 5599 is due on 283362. Pay via Airtel Thanks App to avoid late charges.
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 7366 PM at City Clinic.
ham,Here are the notes and action items from yesterday's discussion with the client.
spam,Congratulations! You have won Rs. 873 in the international lottery. Claim your reward now: http://claim-prize1237912.xyz/bonus
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk736.net/verify
ham,"Call me urgently, it is important."
ham,"I lost my phone, this is my new temporary number +91-Vikram, save it."
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-9543808712 now.
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9856404169 or call +91-454."
ham,"Hey Ananya, I have reached the restaurant. Let me know when you arrive."
ham,"Mom said dinner is ready, come home soon."
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix8664862741.top or call driver +91-745.
ham,Your package with tracking #13393 will be delivered today by courier. Contact delivery associate at +91 98956239 to coordinate.
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix9215564679.top or call driver +91-884.
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-8206919081 to disburse funds."
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-7721210109 to disburse funds."
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme534.biz/register
ham,Your OTP for online transaction of Rs. 1756 at Amazon is 392482. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
ham,"Sorry for the late reply bro, was stuck in heavy traffic."
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update919.com/login.php
spam,Congratulations! You have won Rs. 956 in the international lottery. Claim your reward now: http://claim-prize1285210.xyz/bonus
ham,Your package with tracking #12733 will be delivered today by courier. Contact delivery associate at +91 98167204 to coordinate.
ham,Your OTP for online transaction of Rs. 13738 at Amazon is 966919. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify647.com/login
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update443.com/login.php
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-8893223364 now.
ham,"Hi Aditya, can we reschedule our meeting to tomorrow at 3 PM? Thanks."
ham,"Hi Amit, let's catch up for lunch today around 1:00 PM if you're free."
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix8999226949.top or call driver +91-481.
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update515.com/login.php
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8650997551 or +91-379 immediately.
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoAditya
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9429725711.xyz or WhatsApp +91-278."
spam,"Dear Customer, you received a tax refund of Rs. 751. Submit your bank credentials to deposit: https://incometax-refund-portal118349.org/claim"
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7017197576.top or call driver +91-686.
ham,"Hey team, the sprint planning session is confirmed for Rahul at 10:00 AM."
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9270792857 or +91-331 immediately.
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix9364633968.top or call driver +91-377.
ham,Your monthly mobile postpaid bill of Rs. 8219 is due on 773270. Pay via Airtel Thanks App to avoid late charges.
ham,"Hi all, please note the office will remain closed on Monday on account of public holiday."
ham,"Dear customer, cash withdrawal of Rs. 12531 from ATM at 242373 was successful. - ICICI Bank"
ham,"Hey dad, reached the station safely, booking cab now."
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-8466761178 immediately."
ham,Can you pay Rs. Sneha for the pizza? I will give you cash tonight.
ham,Here is the shared project document: https://docs.google.com/document/d/projKavita - please review.
ham,Thank you for your order #Priya. Your package has been dispatched and will arrive by 4.
spam,Congratulations! You have won Rs. 564 in the international lottery. Claim your reward now: http://claim-prize461005.xyz/bonus
ham,"Please pick up the phone, need to ask you something urgent."
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store561.xyz/shop
ham,Your appointment with Dr. Sharma has been booked for tomorrow at 4:30 PM.
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update251.com/login.php
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-9576058006 immediately."
